id,accession_number,accession_date,title,maker,medium,description,classification,creation_date_avg
15213,77.53.32,1977-01-01,Untitled (D. XVI),Richard Howard Hunt,screenprint on paper,,WCMA-PRINTS,1974.0
15214,39.1.239,1939-01-01,HAVE YOU a Red Cross Service Flag?,Jessie Willcox Smith,poster,,WCMA-PRINTS,1918.0
15215,78.59.61,1978-01-01,Pottery Sherd,Greek,clay,,WCMA-ANCIENT,-900.0
15216,96.25.2,1996-11-20,Still Life,David Hockney,color lithograph on paper,,WCMA-PRINTS,1965.0
15217,77.63.25.M,1977-01-01,Pendant,Greek,gold,,WCMA-ANCIENT,0.0
15219,79.58.22,1979-01-01,Untitled,Arthur Segal,woodcut,,WCMA-PRINTS,1909.0
15221,96.19,1996-11-20,Thomas Alexander Tefft,Anonymous (American),daguerreotype,,WCMA-PHOTO,1846.0
15222,94.24.24,1994-12-20,Circular Prism Ring,De Wain Valentine,18K vermeil,,WCMA-DEC ARTS,1986.0
15223,93.1.77.FF,1993-01-01,Pottery fragment,Syrian?,baked clay,"rough form. Possibly a part of a larger piece, like a base which was not scored and attached properly. Possibly a mistake from a pottery studio.",WCMA-ANCIENT,0.0
15227,M.2001.14.3.B,2001-11-27,Eye,Louise Bourgeois,bronze | electric light,Located on the lawn between Route 2 and WCMA,WCMA-SCULPTURE,2001.0
15228,M.2001.20.4,2001-12-27,Madchen mit Katze [Girl with Cat],Hans Orlowski,woodcut on paper,,WCMA-PRINTS,1920.0
15229,M.2004.5.2,2004-04-02,Nude figure,Gaston Lachaise,pencil on paper,,WCMA-DRAWING,1925.0
15236,M.2004.21.102,2004-12-01,Eye of the Hurricane,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15237,M.2004.21.111,2004-12-01,Fractured Arm?,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15238,M.2004.21.116,2004-12-01,A Word of Caution,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15239,M.2004.21.119,2004-12-01,The Sharpest Quill,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15242,M.2004.10,2004-06-30,Rock Fan,David Hammons,fabric | mounted on paper | stone,,WCMA-SCULPTURE,1997.0
15247,M.2001.19.3,2001-12-27,"Carol, Janet and Deborah Walter, Lamona colony, Washington (from the ""Hutterite"" series)",Kristin Capp,gelatin silver print,,WCMA-PHOTO,1994.0
15248,M.2001.19.4,2001-12-27,"Carol Walter, Moses Lake, Washington (from the ""Hutterite"" series)",Kristin Capp,gelatin silver print,,WCMA-PHOTO,1994.0
15256,M.2004.18.1,2004-10-06,"Syoongoro (Gore horse, Poro Society dance horse)",Senufo People,wood,,WCMA-AFRICAN,1899.5
15258,M.2004.21.25,2004-12-01,"""Chief, The Prescott people gave us a big order..."" (#11)",Rube Goldberg,graphite | ink | wash | white ink | on | illustration board,,WCMA-DRAWING,1936.5
15259,M.2004.21.54,2004-12-01,Bill and Boob McNutt: Dumped in a river,Rube Goldberg,ink on paper,,WCMA-DRAWING,1932.0
15260,M.2004.21.56,2004-12-01,Bill and Boob McNutt: To the sanitarium| Boob McNutt's Ark: The Brush-faced Sklups,Rube Goldberg,ink on paper,,WCMA-DRAWING,1933.0
15261,M.2004.21.63,2004-12-01,How To Make a Graceful Exit Without Buying,Rube Goldberg,ink on paper,,WCMA-DRAWING,1936.5
15262,M.2004.21.73,2004-12-01,Allied Unity Dinner,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15263,M.2004.21.84,2004-12-01,Covers All Points,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15267,M.2002.3.5,2002-05-07,Helmet Mask,Makonde People,wood | hair | patina,,WCMA-AFRICAN,1949.5
15274,M.2002.17.1.B,2002,Landscape (from album of four leaves),Huang Binhong,ink and color on paper,,WCMA-EASTERN,1914.5
15275,M.2002.17.5,2002-11-02,Landscape for Chung-ch'ien,Huang Binhong,ink and color on paper,,WCMA-EASTERN,1922.0
15278,39.1.354,1939-01-01,Compagnie Algerienne,Maurice Romberg,poster,,WCMA-PRINTS,1918.0
15279,92.21.44,1992-01-01,Indian Summer,Louis Faurer,gelatin silver print,,WCMA-PHOTO,1949.0
15281,80.3.12,1980-01-01,Howard and Freda Rogers with their herd-dog Tippy,Neil Rappaport,gelatin silver print,,WCMA-PHOTO,1975.0
15283,54.3,1954-01-01,St. Jerome and the Angel,Jusepe de Ribera,etching on paper,,WCMA-PRINTS,1621.0
15285,79.74.1,1979-01-01,Rainbow,Mary Hilde Ruth Bauermeister,color lithograph on paper,,WCMA-PRINTS,1973.0
15287,94.1.68,1959,Joint Stool,Eastern New England,upholstered | cherry,yellow upholstery with large bulb and block turnings on legs and three stretchers,WCMA-DEC ARTS,1695.0
15288,39.1.214,1939-01-01,Will you be ready to-morrow to make munitions for Germany?,Louis Raemaekers,poster,,WCMA-PRINTS,1918.0
15293,M.2002.22.D,2002-12-19,Runaways,Glenn Ligon,lithographs,,WCMA-PRINTS,1993.0
15294,M.2002.23.4,2002-12-19,View from Lower Manhattan,Stefan Hirsch,graphite on paper,,WCMA-DRAWING,1920.0
15295,A.12.26.3.B,,Audio cassette for Hearing (86.5),Robert Morris,cassette tape,,EXH-Furniture,1972.0
15304,M.2003.1.C,2003-03-12,Homeland from Negress Notes (Slavery Reparations Act),Kara Walker,watercolor on paper,,WCMA-DRAWING,2003.0
15305,M.2003.1.D,,Copter from Negress Notes (Slavery Reparations Act),Kara Walker,watercolor on paper,,WCMA-DRAWING,2003.0
15306,M.2003.2.2,2003-03-12,Untitled [War Etching],John Walker,etching,,WCMA-PRINTS,1998.0
15318,M.2003.2.1.B,2003,"""For 'In Parenthesis', IV """,John Walker,monotype,,WCMA-PRINTS,1997.0
15319,M.2003.2.4.E,2003-03-12,"Mann Attacked (from ""The Richard Wright Suite"")",John Woodrow Wilson,etching | aquatint,,WCMA-PRINTS,2001.0
15322,M.2003.3.6,2003-04-24,Night Shadows,Edward Hopper,etching on paper,,WCMA-PRINTS,1922.5
15324,M.2004.21.127,2004-12-01,Five royal ladies,Rube Goldberg,ink on paper,,WCMA-DRAWING,1912.0
15325,M.2004.21.128,2004-12-01,Leaders of Israel,Rube Goldberg,ink on paper,,WCMA-DRAWING,1936.5
15326,M.2004.21.131,2004-12-01,Charles VI Drive-In,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15329,SEG.10.11,1903-01-01,Relief fragment,Egyptian,polychrome limestone,red and tan,WCMA-ANCIENT,-428.5
15330,DA.21,1992-08-21,Head of a Man (Profile Portrait of Bearded Man),Henry Ernest Schnakenberg,ink on paper,"brown ink; visible watermark (l.r. ""Ticonderoga___"")",WCMA-DRAWING,1941.0
15333,52.15,1952-01-01,Le Savant: series monomanes,Honoré Daumier,lithograph on paper,,WCMA-PRINTS,1840.0
15352,M.2004.21.100,2004-12-01,Cat on a Hot Tin Roof,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15353,M.2004.21.110,2004-12-01,Prize Winning Float,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1936.5
15354,M.2004.21.117,2004-12-01,Tough Nut,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1955.0
15355,M.2004.21.122,2004-12-01,When Will They Grow Up?,Rube Goldberg,graphite | ink | white ink | on paper,,WCMA-DRAWING,1957.5
15356,92.17.46,1992-01-01,Patty Stringing Beads,Elisabeth Telling,drypoint,,WCMA-PRINTS,1927.0
15358,98.7,1998-10-23,Seated Female Figure,Aristide Joseph Bonaventure Maillol,bronze,,WCMA-SCULPTURE,1907.0
15360,78.22.52,1978-01-01,Nueva York,Emilio Sanchez,color lithograph,,WCMA-PRINTS,1977.0
15362,41.7.1,1941-01-01,The Girl with Bobbed Hair (Portrait of Mrs. Bertram Hartman),Gaston Lachaise,bronze,,WCMA-SCULPTURE,1923.0
15363,82.26.80,1982-01-01,Preparatory sketch for a cartoon,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
15364,73.13,1973-01-01,Untitled,Ellen Gardner Howe,color silkscreen on paper,,WCMA-PRINTS,1973.0
15365,EL.86.2.1,,"Stern House, Woodbridge, CT.",Charles Willard Moore,blueprint facsimile,,WCMA-PRINTS,1969.0
15368,80.32.11,1980-01-01,Hare,Elisabeth Frink,color lithograph on paper,,WCMA-PRINTS,1970.0
15379,M.2005.4.2,2005-04-13,Despair,James Gillray,hand colored print,,WCMA-PRINTS,1802.0
15380,M.2004.27,2004-12-14,SURVIVAL: PUT FOOD OUT IN THE SAME PLACE EVERY DAY AND TALK TO THE PEOPLE WHO COME TO EAT AND ORGANIZE THEM,Jenny Holzer,plaque | cast aluminum,,WCMA-SCULPTURE,1984.0
15381,RC.70,2004-12-01,Artesian Well Cover,Anonymous (Venetian School),marble,Located to the east of the Oakley CenterCarved from a single block of marble.,WCMA Reserve Collection,1249.5
15382,M.2004.21.142,2004-12-01,Untitled: Sketch of a contraption,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1936.5
15389,M.2003.10.1,2003-07-24,Alice,Harold Weston,gouache on paper,,WCMA-DRAWING,1929.0
15390,M.2003.14.E,2003-01-01,"[Give a City Child a Break]: Image from Stacks from Felix Gonzalez-Torres Exhibition, Guggenheim Museum, March 3-May 10, 1995",Felix Gonzalez-Torres,off-set lithograph,,WCMA-PRINTS,1995.0
15391,87.24.2,1987-06-22,Still Life,Rolf Meyer,oil on canvas,,WCMA-PAINTING,1950.0
15392,99.10.J,1999-06-11,"potential (from ""Word"")",Margo Humphrey,lithograph on paper,,WCMA-PRINTS,1996.0
15393,RC.36.7,1994-12-19,Barnswallow,Paul Dreher,"agate, jasper, vermeil, crystal, calcite",,WCMA Reserve Collection,1981.0
15394,85.26.17,1985-01-01,Sketchbook Page,Maurice Brazil Prendergast,pencil on sketchbook page,,WCMA-Prendergast,1913.5
15396,57.48,1957-01-01,Vase,Spanish,Majolica,"earthenware, colorful",WCMA-DEC ARTS,1549.5
15399,M.2003.17.1,2003-12-04,Old Man Reading,Thomas Hart Benton,lithograph,,WCMA-PRINTS,1945.0
15413,EL.75.3.11.A,,Calf head terminal,Greek,gold and gemstone,red/orange stone,WCMA-ANCIENT,0.0
15414,43.2.47,1943-01-01,Chest on Chest,Connecticut or Rhode Island,Tiger Maple,,WCMA-DEC ARTS,1757.5
15416,83.26.6,1983-01-01,"The God Vishnu (Appearing Twice, Against the Background of the Cosmic Ocean) Slays Two Demons;  the God Brahma Pays Him Homage",Rajput,"opaque watercolor on paper, heightened with gold",,WCMA-EASTERN,1840.0
15418,99.16.34,1999-12-27,Evening Music,Doel Reed,aquatint and etching on paper,,WCMA-PRINTS,1950.0
15420,56.14.C,1956-01-01,Venetian Canal and Boats,Robert Frederick Blum,etching on paper,visible watermark,WCMA-PRINTS,1880.0
15421,29.1.16,1929-01-01,Madonna and Child with Saints,Anonymous (Italian),tempera and gold leaf on panel,,WCMA-PAINTING,1474.5
15422,39.1.424,1939-01-01,Send the Eagle's Answer More Ships,James Henry Daugherty,poster,,WCMA-PRINTS,1919.5
15423,1887.1.57,1887-01-01,Farm scene with an ox cart,Constant Troyon,watercolor on paper,,WCMA-DRAWING,1837.5
15424,M.2002.9,2002-10-03,"Carl W. Vogt, Class of 1958, Fifteenth President of Williams College, 1999-2000",Everett Raymond Kinstler,oil on canvas,,WCMA-PAINTING,2002.0
15425,M.2002.15,2002,"Toy theatre character sheet for ""The Story of Gockel, Hinkel, and Gackeleia""","J. F. Schreiber, Germany",color lithograph,fairytale characters by Clemens Brentano,WCMA-PRINTS,1915.0
15434,M.2004.21.139,2004-12-01,"Why, when you go to sale...",Rube Goldberg,pencil on paper,,WCMA-DRAWING,1936.5
15435,M.2004.21.148,2004-12-01,Untitled: Sketch of figures seating on stools,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1936.5
15436,M.2005.2,2005-04-13,Three Peasants Gathered Around a Bench in an Interior,Jonas Suyderhoef,etching,,WCMA-PRINTS,1649.5
15448,M.2005.5,2005-04-13,Disorder of Linear Energy,Nikolai Kasak,ink on paper,,WCMA-DRAWING,1951.0
15449,M.2005.1,2005-03-11,Untitled,Laylah Ali,gouache and pencil on paper,,WCMA-DRAWING,2004.0
15465,M.2005.20,2005-12-28,Revolt in the Soul & Body: Self-Destruction,Chen Chieh-Jen,digital print,,WCMA-PHOTO,1996.0
15476,M.2003.21.3,2003-12-04,Blond,Max Pechstein,color lithograph on paper,,WCMA-PRINTS,1908.0
15479,RC.63,2003-12-04,"Dr. Paul Ansel Chadbourne (1823-1883), 5th President of Williams College",Attributed to Elizabeth Maria Chadbourne,oil on canvas,,WCMA Reserve Collection,1849.5
15480,92.3.25,1992-01-01,Bill,Rube Goldberg,pen and ink on paper,,WCMA-DRAWING,1934.0
15481,69.49,1969-01-01,Nsodie (Funerary Memorial Head),Akan People,clay,,WCMA-AFRICAN,1934.5
15482,49.17.1,1949-01-01,British Lion Holding the Pound Sterling Aloft,Thomas Nast,ink and charcoal on paper,visible watermark: J. Whatmean/ 1886,WCMA-DRAWING,1876.0
15483,95.4.16,1995-03-03,Standing Nude,Maurice Brazil Prendergast,oil on canvas,,WCMA-Prendergast,1911.5
15484,43.2.3,1943-01-01,Portrait of Mr. William Lawrence (1722-1798),George Romney,oil on canvas,,WCMA-PAINTING,1788.0
15485,81.45.21,1981-01-01,A Masterpiece Close-up: The Transfiguration by Raphael,Fabrizio Mancinelli,book,68 pages,WCMA-DEC ARTS,1974.0
15501,M.2002.22.C,2002-12-19,Runaways,Glenn Ligon,lithographs,,WCMA-PRINTS,1993.0
15502,M.2002.22.E,,Runaways,Glenn Ligon,lithographs,,WCMA-PRINTS,1993.0
15505,M.2002.18,2002-12-19,Chlamydia (Melancholia),Rob Scholte,acrylic on canvas,,WCMA-PAINTING,1988.0
15506,M.2002.20.2,2002-12-19,Hever Castle #1,Sally Gall,gelatin silver print,,WCMA-PHOTO,1980.0
15507,M.2002.21,2002-12-19,Olson,Richard Serra,paint stick | on paper,,WCMA-DRAWING,1986.0
15508,M.2002.23.3,2002-12-19,Industrial Landscape,Stuart Davis,ink and crayon on paper,,WCMA-DRAWING,1932.0
15511,30.1.16,1930-01-01,wide-rimmed bowl,Syrian,free-blown glass,"Very thin, natural, bluish-green glass. steep-sided bowl with outcurved, tooled rim. Small tubular (ring) foot. Slightly concave case. Pitted weathering marks interior and exterior. Iridescence; some milky-white patches.",WCMA-ANCIENT,150.0
15513,TL.92.60.2,,Interior Perspective and Facade of Il Gesu,Francesco Villamena,engraving on paper,,WCMA-PRINTS,1643.5
15514,RC.22.30,1994-01-01,Sandal,Anonymous,wood and leather,with straps,WCMA Reserve Collection,0.0
15515,39.1.309,1939-01-01,DO YOUR BIT SAVE FOOD,Maurice Randall,poster,,WCMA-PRINTS,1910.0
15516,69.50,1969-01-01,Deutsche Presse,William Michael Harnett,oil on panel,,WCMA-PAINTING,1882.0
15517,M.2005.7,2004-12-14,Black Jumble Reflection,Hanlyn Davies,offset lithograph,,WCMA-PRINTS,1981.0
15528,M.2006.2.3,2006-06-30,Emperor Humayun and an attendant on a terrace (blue floral border),Indian,gouache on paper,,WCMA-EASTERN,1800.0
15533,M.2003.22.1.A,2003-12-04,Untitled,Gilberto Zorio,charcoal | ink on paper,,WCMA-DRAWING,1982.0
15534,M.2003.22.1.C,2003-12-04,Untitled,Gilberto Zorio,charcoal | ink on paper,,WCMA-DRAWING,1982.0
15535,M.2003.22.5,2003-12-04,Untitled,Thomas Alan Lieber,watercolor on paper,,WCMA-DRAWING,1985.0
15539,A.12.38,2002-11-07,"Michael Singer disassembly of 'Ritual Series', January 1991 (Accn#  91.11)",Michael Singer,cassette tape,,EXH-Furniture,1991.0
15540,M.2003.1.G,2003-03-12,Hole from Negress Notes (Slavery Reparations Act),Kara Walker,watercolor on paper,,WCMA-DRAWING,2003.0
15541,RC.69.A,2004-11-30,"Head of Worker, Bergen Point Brass Factory",Komar and Melamid,stamp | leather | brass,,WCMA Reserve Collection,1989.0
15543,M.2003.13,2003-05-28,"Untitlted, Night Scene by water edge",Kerr Eby,drypoint etching,,WCMA-PRINTS,1928.0
15544,RC.61,2003-10-28,Untitled,,"collage, ink on paper",,WCMA Reserve Collection,1987.0
15545,M.2003.20.1.B,2003-12-04,My Vie En Rose,Nicole Cohen,digital print,,WCMA-PHOTO,2003.0
15546,M.2003.20.2.A,2003-12-04,My Vie En Rose,Nicole Cohen,video on DVD,,WCMA-PHOTO,2003.0
15547,M.2003.32.4.F,2003-12-30,Gottes sichtbarber segen... (from 'Die Rauber'),George Grosz,photolithograph,,WCMA-PRINTS,1923.0
15548,M.2003.32.4.G,2003-12-30,Da donnern sie...(from 'Die Räuber'),George Grosz,photolithograph,,WCMA-PRINTS,1923.0
15549,M.2003.32.5.A,2003-12-30,"Der Anbruch, II.2. (cover)",Lyonel Feininger,reproduction woodcut,,WCMA-PRINTS,1919.0
15550,M.2003.16.G,2003-12-04,"Projector for ""Subjective Refraction"" [projector HP SB 21, WCMA purchase]",Tony Oursler,projector HP SB 21,component of an installation piece,WCMA-SCULPTURE,1999.0
15552,M.2003.1,2003,"Slavery Reparations Act, 13 drawings",Kara Walker,,set of 13,WCMA-DRAWING,2003.0
15554,M.2002.12.2.J,2002-11-02,Catalog Raisonne: Woodcuts (catalogue entry & color xerox of each image),Robert Peter Mangold,color xerox,,WCMA-DEC ARTS,2000.0
15568,M.2002.12.2.H,2002-11-02,"Original Woodcuts from Robert Mangold Prints 1968-1998; printer Carol Strum at NADJA, Kripplebush, New York",Robert Peter Mangold,woodcut,,WCMA-PRINTS,2000.0
15569,M.2002.12.2,2002-11-02,"Catalog Raisonne, Prints from 1968-98 with 7 original woodcuts, CD and text by Amy Baker Sandback",Robert Peter Mangold,"prints, book, CD",see individual screens M.2002.12.2.A-N,WCMA-DEC ARTS,2000.0
15575,M.2002.22.G,,Runaways,Glenn Ligon,lithographs,,WCMA-PRINTS,1993.0
15576,M.2002.22.I,2002-12-19,Runaways,Glenn Ligon,lithographs,,WCMA-PRINTS,1993.0
15577,M.2002.19.1,2002-12-19,The Dead Weight of a Quarrel Hangs,Walid Ra'ad,"video, BCSP format",,WCMA-PHOTO,1999.0
15578,M.2002.23.6,2008-10-21,Delmonico Building,Charles Sheeler,lithograph on paper,,WCMA-PRINTS,1926.0
15581,M.2003.1.K,2003-03-12,Ballad of the Foreseeable Future from Negress Notes (Slavery Reparations Act),Kara Walker,watercolor on paper,,WCMA-DRAWING,2003.0
15587,RC.69.D,2004-11-30,"Head of Worker, Bergen Point Brass Factory",Komar and Melamid,brass | leaf | woodcuts,,WCMA Reserve Collection,1989.0
15588,78.18.2,1978-01-01,Poster for Sanchez exhibition at WCMA (Lawrence Hall),Emilio Sanchez,color lithograph,,WCMA-PRINTS,1978.0
15589,99.1.257,1999-03-05,Uncle Sam (as Lord Dundreary).,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1874.0
15590,85.46.59,1985-01-01,Untitled: cat and dog,Anonymous (American),crayon on panel,"colors laid with black crayon over, then scratched through to show colors???",WCMA-DRAWING,1967.5
15591,93.1.15.D,1993-01-01,Scarab,Egyptian,stone,green basalt?,WCMA-ANCIENT,0.0
15592,RC.17.57,1993-01-01,Relief of riders,Anonymous,photo mechanical reproduction,,WCMA Reserve Collection,0.0
15595,60.37.10,1960-01-01,"Shawabti of Ahmes, son of Khered-ankh",Egyptian,faience,,WCMA-ANCIENT,-594.5
15597,39.1.105,1939-01-01,Take a Stave from Your Barrel and Get in Line,Jay Norwood Darling,poster,,WCMA-PRINTS,1910.0
15598,37.2.52,1937-01-01,Vue de la Ville de Maaslins (Hollande),Johan Barthold Jongkind,etching on paper,,WCMA-PRINTS,1862.0
15600,M.2004.2.1,2004-05-11,untitled,Ruth Vollmer,pencil on paper,,WCMA-DRAWING,1978.0
15603,M.2003.2.1,2003-03-12,"""For 'In Parenthesis', IV """,John Walker,monotype,,WCMA-PRINTS,1997.0
15606,M.2003.2.4,2003,The Richard Wright Suite,John Woodrow Wilson,suite of 6 prints,,WCMA-PRINTS,2001.0
15612,M.2006.2.18,2006-06-30,Battle scene,Indian,gouache on paper,,WCMA-EASTERN,1720.0
15613,M.2006.2.48,2006-06-30,The Fourth Caliph Ali as the Lion of God,"Hyderabad, India",gouache on paper,,WCMA-EASTERN,1750.0
15617,M.2005.17.4,2005-12-28,Painted Stocking,Andy Warhol,ink wash and tempera on paper,,WCMA-DRAWING,1952.5
15618,M.2005.17.6,2005-12-28,Flowers,Andy Warhol,color silkscreen on paper,,WCMA-PRINTS,1970.0
15619,M.2005.17.17,2005-12-28,"Invitation for the Goldenslipper Show or Shoes Shoe in America, Bodley Gallery December 3-22, 1956",Andy Warhol,gold ink on paper,,WCMA-PRINTS,1956.0
15620,M.2005.17.19,2005-12-28,Shoe in Ice Tea Glass with Butterfly,Andy Warhol,hand colored lithograph on paper,,WCMA-PRINTS,1955.0
15621,M.2005.17.29,2005-12-28,"Kiss (from ""Seven Objects in a Box"")",Andy Warhol,silkscreen ink | plexiglas,,WCMA-PRINTS,1966.0
15622,M.2005.17.30,2005-12-28,Original Mock-up of the Cow,Andy Warhol,screenprint | collage | paper,,WCMA-PRINTS,1966.0
15624,RC.78.1,,"Zojoji, Shiba (Snow) (from the series ""Twenty Views of Tokyo (Tokyo Nijukei)"")",Kawase Hasui,color | woodblock print,,WCMA Reserve Collection,1925.0
15628,77.53.72,1977-01-01,Condor,Martin Barooshian,color etching,,WCMA-PRINTS,1963.5
15629,39.1.285,1939-01-01,SAVE THE WHEAT AND HELP THE FLEET EAT LESS BREAD,Anonymous (British),poster,,WCMA-PRINTS,1917.0
15637,M.2003.2.1.C,2003,"""For 'In Parenthesis', IV """,John Walker,monotype,,WCMA-PRINTS,1997.0
15644,M.2006.2.4,2006-06-30,Accident between two camels and their drivers (no border),Indian,gouache on paper,,WCMA-EASTERN,1874.5
15647,RC.5.56,1992-01-01,"Blind Time III, No. 5",Robert Morris,lithograph on paper,,WCMA Reserve Collection,1977.0
15648,86.18.68,1986-01-01,Siena,Maurice Brazil Prendergast,watercolor and pencil on paper,,WCMA-Prendergast,1899.0
15649,81.24.55,1981-01-01,"Professor Lucifer Gorgonzola Butts, A.K. develops a method for bridge player to punish his dumb wife",Rube Goldberg,ink and pencil on paper,paper is Strathmore drawing board,WCMA-DRAWING,1932.0
15650,99.1.283,1999-03-05,"Justice. ""Visez the Rest of Their Passports!"" (Will Saint Peter Recognize Them?)",Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1875.0
15651,RC.42,1995-12-22,The Buffalo Horse,After Frederic Remington,bronze,,WCMA Reserve Collection,1949.5
15652,M.2002.2.5,2002-06-26,"""Revenge""",Willem De Kooning,etching and aquatint on paper,,WCMA-PRINTS,1960.0
15653,79.63.19,1979-01-01,Penybont Ford Congregational Chapel,John Piper,photo color lithograph (with silkscreen),,WCMA-PRINTS,1941.0
15654,77.8.1,1977-01-01,River Landscape (See Accn # 61.8),Charles François Daubigny,oil,,WCMA-PAINTING,1852.5
